Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
LEO;USA;1414;Thales Alenia Space;2011-080E;Italy;France;6.42e-05;Baikonur Cosmodrome;Soyuz 2.1a/Fregat;38044;Globalstar M090;Globalstar;1413;Communications;Commercial
LEO;USA;1415;Thales Alenia Space;2011-033C;Italy;France;0.000128;Baikonur Cosmodrome;Soyuz 2.1a;37741;Globalstar M091;Globalstar;1413;Communications;Commercial
LEO;USA;1414;Thales Alenia Space;2011-080D;Italy;France;6.42e-05;Baikonur Cosmodrome;Soyuz 2.1a/Fregat;38043;Globalstar M092;Globalstar;1413;Communications;Commercial
LEO;USA;1415;Thales Alenia Space;2013-005B;Italy;France;0.000193;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;39073;Globalstar M093;Globalstar;1412;Communications;Commercial
LEO;USA;1414;Thales Alenia Space;2013-005C;Italy;France;6.42e-05;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;39074;Globalstar M094;Globalstar;1413;Communications;Commercial
LEO;USA;1414;Thales Alenia Space;2013-005F;Italy;France;6.42e-05;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;39077;Globalstar M095;Globalstar;1413;Communications;Commercial
LEO;USA;1414;Thales Alenia Space;2013-005D;Italy;France;6.42e-05;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;39075;Globalstar M096;Globalstar;1413;Communications;Commercial
LEO;USA;1391;Thales Alenia Space;2013-005A;Italy;France;0.00135;Baikonur Cosmodrome;Soyuz.2.1a/Fregat;39072;Globalstar M097;Globalstar;1370;Communications;Commercial
MEO;Russia;19146;ISS Reshetnev;2011-009A;Russia;Russia;0.000588;Plesetsk Cosmodrome;Soyuz 2;37372;Cosmos 2471;Ministry of Defense;19116;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19178;ISS Reshetnev;2014-075A;Russia;Russia;0.00147;Plesetsk Cosmodrome;Soyuz 2.1b;40315;Cosmos 2501;Ministry of Defense;19103;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19125;ISS Reshetnev;2005-050A;Russia;Russia;0.000137;Baikonur Cosmodrome;Proton K;28915;Cosmos 2419;Ministry of Defense;19118;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19130;ISS Reshetnev;2006-062C;Russia;Russia;0;Baikonur Cosmodrome;Proton K;29672;Cosmos 2424;Ministry of Defense;19130;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19130;ISS Reshetnev;2006-062A;Russia;Russia;0;Baikonur Cosmodrome;Proton K;29670;Cosmos 2425;Ministry of Defense;19130;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19130;ISS Reshetnev;2006-062B;Russia;Russia;0;Baikonur Cosmodrome;Proton K;29671;Cosmos 2426;Ministry of Defense;19130;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19171;ISS Reshetnev;2007-052B;Russia;Russia;0.00151;Baikonur Cosmodrome;Proton K;32276;Cosmos 2432;Ministry of Defense;19094;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19133;ISS Reshetnev;2007-052A;Russia;Russia;0.000176;Baikonur Cosmodrome;Proton K;32275;Cosmos 2433;Ministry of Defense;19124;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19378;ISS Reshetnev;2007-065A;Russia;Russia;0.0046;Baikonur Cosmodrome;Proton M;32393;Cosmos 2434;Ministry of Defense;19142;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19365;ISS Reshetnev;2007-065C;Russia;Russia;0.00425;Baikonur Cosmodrome;Proton M;32395;Cosmos 2436;Ministry of Defense;19147;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19145;ISS Reshetnev;2008-046B;Russia;Russia;0.000216;Baikonur Cosmodrome;Proton M;33379;Cosmos 2443;Ministry of Defense;19134;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19419;ISS Reshetnev;2009-070A;Russia;Russia;0.0056;Baikonur Cosmodrome;Proton M;36111;Cosmos 2456;Ministry of Defense;19132;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19146;ISS Reshetnev;2010-007A;Russia;Russia;0.000529;Baikonur Cosmodrome;Proton M;36400;Cosmos 2459;Ministry of Defense;19119;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19133;ISS Reshetnev;2010-007C;Russia;Russia;3.92e-05;Baikonur Cosmodrome;Proton M;36402;Cosmos 2460;Ministry of Defense;19131;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19130;ISS Reshetnev;2009-070B;Russia;Russia;0.00524;Baikonur Cosmodrome;Proton M;36112;Cosmos 2457;Ministry of Defense;18864;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19129;ISS Reshetnev;2009-070C;Russia;Russia;0.000608;Baikonur Cosmodrome;Proton M;36113;Cosmos 2458;Ministry of Defense;19098;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19135;ISS Reshetnev;2010-007B;Russia;Russia;0.000137;Baikonur Cosmodrome;Proton M;36401;Cosmos 2461;Ministry of Defense;19128;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19123;ISS Reshetnev;2010-041C;Russia;Russia;0.00421;Baikonur Cosmodrome;Proton M;37139;Cosmos 2464;Ministry of Defense;18909;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19380;ISS Reshetnev;2010-041B;Russia;Russia;0.00515;Baikonur Cosmodrome;Proton M;37138;Cosmos 2465;Ministry of Defense;19116;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19175;ISS Reshetnev;2010-041A;Russia;Russia;0.00188;Baikonur Cosmodrome;Proton M;37137;Cosmos 2466;Ministry of Defense;19079;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19158;ISS Reshetnev;2011-055A;Russia;Russia;0.000627;Plesetsk Cosmodrome;Soyuz 2;37829;Cosmos 2474;Ministry of Defense;19126;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19204;ISS Reshetnev;2011-064A;Russia;Russia;0.00121;Baikonur Cosmodrome;Proton M;37867;Cosmos 2476;Ministry of Defense;19142;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19199;ISS Reshetnev;2011-064B;Russia;Russia;0.000959;Baikonur Cosmodrome;Proton M;37868;Cosmos 2477;Ministry of Defense;19150;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19212;ISS Reshetnev;2011-064C;Russia;Russia;0.00143;Baikonur Cosmodrome;Proton M;37869;Cosmos 2475;Ministry of Defense;19139;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19162;ISS Reshetnev;2011-071A;Russia;Russia;0.000627;Plesetsk Cosmodrome;Soyuz 2;37938;Cosmos 2478;Ministry of Defense;19130;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19173;ISS Reshetnev;2013-019A;Russia;Russia;0.00169;Plesetsk Cosmodrome;Soyuz 2;39155;Cosmos 2485;Ministry of Defense;19087;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19154;ISS Reshetnev;2016-008A;Russia;NR;0.000941;Plesetsk Cosmodrome;Soyuz 2.1b;41330;Cosmos 2514;Ministry of Defense;19106;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19153;ISS Reshetnev;2016-032A;Russia;NR;0.00116;Plesetsk Cosmodrome;Soyuz 2.1b;41554;Cosmos 2516;Ministry of Defense;19094;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19177;ISS Reshetnev;2014-012A;Russia;Russia;0.00182;Plesetsk Cosmodrome;Soyuz 2.1b;39620;Cosmos 2491;Ministry of Defense;19084;Navigation/Global Positioning;Military/Commercial
MEO;Russia;19146;ISS Reshetnev;2014-032A;Russia;Russia;0.000627;Plesetsk Cosmodrome;Soyuz 2.1b;40001;Cosmos 2500;Ministry of Defense;19114;Navigation/Global Positioning;Military/Commercial
GEO;USA;35801;Boeing Satellite Systems;2006-018A;USA;USA;0.000391;Cape Canaveral;Delta 4;29155;GOES-13;NOAA (National Oceanographic and Atmospheric Administration);35768;Earth Observation;Government
GEO;USA;35170;Boeing Satellite Systems;2009-033A;USA;USA;0;Cape Canaveral;Delta 4;35491;GOES-14;NOAA (National Oceanographic and Atmospheric Administration);35170;Earth Observation;Government
GEO;USA;35788;Boeing Satellite Systems;2010-008A;USA;USA;2.37e-05;Cape Canaveral;Delta 4;36411;GOES-15;NOAA (National Oceanographic and Atmospheric Administration);35786;Earth Observation;Government
GEO;USA;35800;Ford Aerospace;1978-062A;USA;USA;0.000332;Cape Canaveral;Delta 2914;10953;GOES-3;University of Miami, Rosenstiel School of Marine and Atmospheric Science (RSMAS) (loaned by NOAA);35772;Communications;Civil
LEO;Turkey;690;TÜBİTAK Space Technologies Research Institute/Turkish Aerospace Industries;2012-073A;Turkey;NR;0.00149;Jiuquan Satellite Launch Center;Long March 2D;39030;Göktürk 2;Turkish Ministry of National Defense;669;Earth Observation;Military
LEO;Denmark;409;GomSpace/ESA;1998-067HA;Denmark;NR;0.00111;International Space Station;Nanorack Deployer;40949;GOMX-3;GomSpace ApS;394;Technology Development;Commercial
LEO;Russia;1413;NPO PM;1996-009B;Russia;Russia;0.000386;Plesetsk Cosmodrome;Tsyklon 3;23788;Gonets D1-14;Gonets Satcom;1407;Communications;Commercial/Government
LEO;Russia;1510;M.F. Reshetnev Information Satellite Systems;2012-041B;Russia;Russia;0.00203;Plesetsk Cosmodrome;Rokot;38734;Gonets M-03;Gonets Satcom;1478;Communications;Commercial/Government
LEO;Russia;1511;M.F. Reshetnev Information Satellite Systems;2012-041D;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;38736;Gonets M-04;Gonets Satcom;1480;Communications;Commercial/Government
LEO;Russia;1510;M.F. Reshetnev Information Satellite Systems;2010-043B;Russia;Russia;0.000826;Plesetsk Cosmodrome;Rokot;37153;Gonets M-05;Gonets Satcom;1497;Communications;Commercial/Government
LEO;Russia;1508;M.F. Reshetnev Information Satellite Systems;2015-020A;Russia;Russia;0.000699;Plesetsk Cosmodrome;Rokot;40552;Gonets M-11;Gonets Satcom;1497;Communications;Commercial/Government
LEO;Russia;1506;M.F. Reshetnev Information Satellite Systems;2015-020B;Russia;Russia;0.000762;Plesetsk Cosmodrome;Rokot;40553;Gonets M-12;Gonets Satcom;1494;Communications;Commercial/Government
LEO;Russia;1504;M.F. Reshetnev Information Satellite Systems;2015-020C;Russia;Russia;0.0216;Plesetsk Cosmodrome;Rokot;40554;Gonets M-13;Gonets Satcom;1171;Communications;Commercial/Government
LEO;Russia;1507;M.F. Reshetnev Information Satellite Systems;2013-048A;Russia;Russia;0.00159;Plesetsk Cosmodrome;Rokot;39249;Gonets M-14;Gonets Satcom;1482;Communications;Commercial/Government
LEO;Russia;1508;M.F. Reshetnev Information Satellite Systems;2013-048B;Russia;Russia;0.000953;Plesetsk Cosmodrome;Rokot;39250;Gonets M-16;Gonets Satcom;1493;Communications;Commercial/Government
LEO;Russia;1509;M.F. Reshetnev Information Satellite Systems;2013-048C;Russia;Russia;0.000953;Plesetsk Cosmodrome;Rokot;39251;Gonets M-17;Gonets Satcom;1494;Communications;Commercial/Government
LEO;Russia;1510;M.F. Reshetnev Information Satellite Systems;2014-036A;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;40061;Gonets M-18;Gonets Satcom;1479;Communications;Commercial/Government
